1,1181745669222511412224
2,590872834611255705600
3,1476028038023038894080
4,740319862020598923264
5,370164434541207355392
6,185082190882324611072
7,92523081059832692736
8,37038168493095124992
9,18519084246547628032
10,2308097010200217600
11,1154048505100108800
12,2882867261763747840
13,1445937230508982272
14,722977411213295616
15,361488654067040256
16,180709142694985728
17,72340172838076416
18,36170086419038208
19,1180596128719384350720
20,590298064359692175360
21,1475745156496884761600
22,737872587044535402496
23,368936293539447308288
24,184468146769622990848
25,92234073316092084224
26,36893629436819177472
27,18446814718409588736
28,592601662172610699264
29,296300831086305349632
30,150456267348459390976
31,1255819754408820868096
32,627909877204443987968
33,313954938602221797376
34,147754097264121905152
35,73859034164831993856
36,36929517082415996928
37,296305330300783706112
38,148152665150391853056
39,74080836192003166208
40,39346261105248831488
41,1200264751270035784704
42,590909003598163116032
43,295436487400571813888
44,147718208515779600384
45,73859104257889800192
46,148152673937920131072
47,74076336968960065536
48,37038177280606609408
49,18523592239930740736
50,2344267092324288512
51,1181745739865063965696
52,590872834748159893504
53,295436417305360207872
54,147718208652680103936
55,74076336986123206656
56,37038168493061603328
57,18519084263710736384
58,36178891093614592
59,4578646664695808
60,2308097148173953024
61,1181745669222778803200
62,590872834611255183360
63,295436417305627591680
64,37038168493095124992
65,18519084246547562496
66,36170086452559872
67,70661896667136
68,8942669266944
69,4508002242527232
70,2308097010200739840
71,1181745669222511411200
72,590872834611255705600
73,18519084246547628032
74,36170086419038208
75,70644700102656
76,138011516928
77,17466150912
78,8804691879936
79,4508001973048320
80,2308097010200217600
81,1181745669222511412224
