1,1201846890601169002037248
2,596201078817714855804928
3,897841082733302370041856
4,1048661084691096127160320
5,1124071085669993005719552
6,1161776086159441444999168
7,1180628586404165664638976
8,1190054836526527774458880
9,1199490328070578474582528
10,2347357208205408206848
11,1164455232065849327616
12,1753595864713481191424
13,2048166181037297123328
14,2195451339199205089280
15,2269093918280159072256
16,2305915207820636063744
17,2324325852590874559488
18,2342754547012848583168
19,2365767923482098794496
20,1182865947342539915264
21,593720802281974169600
22,299148229751691296768
23,151861943486549860352
24,78218800353979142144
25,41397228787693783040
26,22986443004551103488
27,13799064511489245696
28,2365803881910373580800
29,1182901905770814701568
30,591455421300662632448
31,295732179065586597888
32,147870557948048580608
33,73939747389279571968
34,36974342109895067648
35,18491639470202815488
36,9250323334728778240
37,2365803952141678804992
38,1182901976002119925760
39,591450996728433508352
40,295725507091590299648
41,147862762273168695296
42,73931389863957893120
43,36965703659352492032
44,18482860557049791488
45,9241439074617917952
46,2365803952278849323008
47,1182901976139290443776
48,591450988086690873344
49,295725494060391088128
50,147862747047241195520
51,73931373540666249216
52,36965686787378776064
53,18482843410735039488
54,9241421722547388928
55,2365803952279117234176
56,1182901976139558354944
57,591450988069812469760
58,295725494034939527168
59,147862747017503055872
60,73931373508784820224
61,36965686754425702400
62,18482843377246143488
63,9241421688656626176
64,2365803952279117757440
65,1182901976139558878208
66,591450988069779504128
67,295725494034889817088
68,147862747017444973568
69,73931373508722551808
70,36965686754361340928
71,18482843377180735488
72,9241421688590433280
73,2365803952279117758718
74,1182901976139558879358
75,591450988069779439806
76,295725494034889720030
77,147862747017444860142
78,73931373508722430198
79,36965686754361215226
80,18482843377180607740
81,9241421688590303998
