1,1181745669222511412224
2,590872834611255705600
3,295436417305627590656
4,147718208652679577600
5,73859104257620312064
6,36929516944438067200
7,18446744073709551616
8,0
9,0
10,2308097010200217600
11,1154048505100108800
12,577024252550053888
13,288512126274764800
14,144256063003164672
15,72127962782105600
16,36028797018963968
17,0
18,0
19,4508001973047296
20,2254000986523648
21,1180592747717904565248
22,590296373858952282112
23,295148186929475878912
24,147574093464603721728
25,73787046663582384128
26,36893488147419103232
27,18446744073709551616
28,8804691353600
29,4402345676800
30,2305845210386532352
31,1181744543322604569600
32,590872271661302284288
33,295436135830650880000
34,147718067915191222272
35,73859033888876134400
36,36929516944438067200
37,17196662784
38,8598331392
39,4503603926536192
40,2308094811176962048
41,1181745668122999784448
42,590872834061499891712
43,295436417030749683712
44,147718208515240624128
45,73859104257620312064
46,33587200
47,16793600
48,8796101419008
49,4507997678080000
50,2308097008052733952
51,1181745669221437670400
52,590872834610718834688
53,295436417305359155200
54,147718208652679577600
55,65536
56,32768
57,17179885568
58,8804682964992
59,4508001968852992
60,2308097010198120448
61,1181745669222510363648
62,590872834611255181312
63,295436417305627590656
64,0
65,0
66,33554432
67,17196646400
68,8804691345408
69,4508001973043200
70,2308097010200215552
71,1181745669222511411200
72,590872834611255705600
73,0
74,0
75,65536
76,33587200
77,17196662784
78,8804691353600
79,4508001973047296
80,2308097010200217600
81,1181745669222511412224
